#每日学习打卡# ​​​
#每日学习打卡# ​​​
#每日学习打卡#“西学原本就是高度复杂的，是一条曲曲弯弯、时急时缓的河流，可惜在强烈的对比下，很多人的头脑则相当简单，只不过随便到了它的哪个弯流处，舀起一碗水来浅尝一下，看看它在这个阶段有什么成分，而后就按照这个配方去自产自销，再不管西方本身还会起什么变化了。” ​​​
#每日学习打卡# ​​​
#每日学习打卡#好名声比财富更重要；所罗门拥有世界上的财富，但他祈求的是智慧，而不是财富。 ​​​
#每日学习打卡# ​​​
//@中考高考冲刺墙:谢谢你
#生活手记#专心在良知上下功夫，用良知去做事，你就能获得幸福，成为心灵的圣人。 ​​​
#生活手记# ​​​
#生活手记#致良知的功夫就是简易真切，越真切就越简易，越简易就越真切。只要按良知的指引去真切地为人处世，并持之以恒，圣贤的境界就在眼前。 ​​​
#生活手记#因为他在帮助别人方面非常吝啬，心也太狠。 ​​​
#生活手记# ​​​
刚刚在积分乐园兑换了3元现金红包，如此简单，用积分就能做到！不说了我去收现金啦！积分兑红包&gt;&gt;  ​​​
#生活手记# ​​​
#生活手记# ​​​
#生活手记# ​​​
#生活手记#一个人的后半生通常完全是由他前半生养成的种种习惯所组成的。 ​​​
#生活手记#可是您好像把我看成了一个太阳，相比之下却把自己看成一条小虫。干吗跟这联系起来？生活是一码事，那又是另一码事。生活是存在的，而死亡却根本不存在。 ​​​
#生活手记#不论个体还是群体，人类始终就在追求那个“富裕、舒适、自由和平等”的现实天堂，一代又一代人为之奋斗，组合成了整个人类的历史。实际上，乌托邦不仅寄托了人类对无限美好的期盼，也是批判当下和实践前行的方向。 ​​​
#生活手记#此人十分高傲，肝火甚旺而又目空一切，尽管文质彬彬，但由于他的性格，却相当不容易跟他和睦相处。 ​​​
#生活手记#他异常镇静，而且彬彬有礼，但是除去彬彬有礼之外，他还有一种漠不关心的，甚至是委靡不振的表情。 ​​​
#生活手记#我一直主张，无论什么主张都要让其按其思想方向拓展开去，而不应该对其在中途加以评判；另一方面讲，一个主张当它不能再维持下去，才能证明其不正确性。 ​​​
他脸上的表情说明他非常缺乏自信，同时又厚颜无耻，而且始终肝火很旺。他非常害怕，这是显而易见的，然而他的自尊心也受到了伤害，可以预料，尽管他很胆怯，然而碰到合适的机会，他却会在受到刺激的自尊心的驱使下，悍然干出任何厚颜无耻的勾当。 ​​​
#生活手记#从来没有靠辩论制止诽谤的事，天下学问岂止是程朱理学一门，如果有人说你的学问是邪道，你就去辩驳，那会活活把你累死。况且，学问的好坏岂是辩出来的？你认为哪门学问好，就专心地去学习实践，只要它能带给你心灵上的安宁，它就是好学问。 ​​​
#生活手记#为了自己相信的正义要勇敢去拼，不要做缩头乌龟，否则就是活千年，不过是千年的禽兽。你应该抗争，而不是畏畏缩缩地被人牵着鼻子走。 ​​​
#生活手记#她现在明白了，大家都知道点什么，同时大家又害怕什么，而且回避她的问题，想对她隐瞒什么。 ​​​
#生活手记# ​​​
#生活手记# ​​​
